Probe Set ID;Gene Title;Gene Symbol;Probe Position;NCBI;NCBI;Cluster;Correlation to FoxP3;TregSig;IL2ActnoFox;IL2Act;Act;TGFnoFox;TGF;FOXP3rv;ActCD4;ActCD4TGF;ActTreg;ActTregTGF;CTRLrv;FOXP3rv;Ctrlrv;Foxp3rv;sfActCD4;sfActCD4TGF;wtActCD4;wtActCD4TGF;ActCD8;ActCD8TGF;TconvThy;TregThy;TconvLN;TregLN;TconvSpN;TregSpN;TconvSpB;TregSpB;CD4AND;ActCD4AND
1449858_at;CD86 antigen;Cd86;chr16:36452027-36514231 (-) // 99.14 // qB3;---;---;6;0.321486277;1.65;0.85;1.06;0.42;1.29;1.07;1.26;28.7;51.5;64.3;54.8;34.4;43.3;25.3;37.2;30.2;39;40.9;43.9;43.3;40.9;30.8;57.4;48.2;150.2;35.4;58.5;38.7;59.7;106.6;44.2
1429184_at;GTPase| very large interferon inducible 1;Gvin1;chr7:93423844-93773629 (-) // 64.25 // qE2 /// chr7:9;74558;74558;1;0.2543289;1.65;1.63;3.09;2.25;1.44;1.26;1.05;2019.5;2200.3;2114.1;2343.8;2744.3;2878.7;1961.4;2109.8;2529.2;3642.6;2183.4;2752.6;3156.6;4697.1;568.6;1070.6;1499.6;4499.8;1553;2557.9;707.2;3158.1;652.6;1471.4
1425267_a_at;RIKEN cDNA 3110045G13 gene;3110045G13Rik;chr3:88240125-88259968 (-) // 93.28 // qF1;73182;73182;6;0.650863044;1.64;0.77;0.72;1.09;0.93;1.05;1.16;177.4;160.7;181.3;183.7;166;192.7;182.6;208.6;167.7;156.5;148.8;156;210.8;220.3;142.4;186.4;248.6;421.8;216.4;355.1;205.6;464.5;219.6;238.8
1417654_at;syndecan 4;Sdc4;chr2:164487365-164506288 (-) // 87.37 // qH3;20971;20971;6;0.438073815;1.63;1.16;1.22;0.82;0.97;1.23;1.78;28.3;44.3;65.9;46.3;30.8;54.7;34.2;45.2;33.7;32.7;30.9;37.9;35.8;32.5;31.2;66.4;32.3;152.8;29.2;47.5;25.2;56.5;23.8;19.6
1422010_at;toll-like receptor 7;Tlr7;chrX:157417593-157443223 (-) // 97.49 // qF5;170743;170743;1;0.291912644;1.63;0.82;0.88;0.63;1.86;1.42;1.05;38.3;40.8;54.4;61.5;51.3;54;45.2;56;34.7;64.7;37.2;52.8;42.9;170.6;60.3;76;45.6;92;42.6;69.4;42.1;91;32.7;20.5
1421525_a_at;baculoviral IAP repeat-containing 1e;Birc1e;chr13:96959620-96994228 (-) // 91.1 // qD1;17951;17951;6;0.264293386;1.63;1.01;0.88;0.53;1;1.21;1.02;20.1;20;20.4;21.7;20.4;20.9;20.8;20;21.4;21.3;21.2;25.6;22.7;21.2;21.3;24.9;81.2;594.9;21.1;34.3;24.2;108.7;61.1;32.2
1442445_at;RIKEN cDNA 2610027H17 gene;2610027H17Rik;chr14:70495111-70495578 (-) // 87.11 // qD3;71811;71811;1;0.203759351;1.63;0.83;1.45;2.65;2.96;4.28;0.77;165;192.8;291.8;298.9;164.4;126.4;230.4;185.6;128;379.6;149.4;639.7;415.6;452.9;151.3;232.3;187;427.8;153.7;250.1;102.7;173.5;54.1;143.2
1427144_at;heterogeneous nuclear ribonucleoprotein L-like;Hnrpll;chr17:78577255-78610120 (-) // 85.43 // qE3;72692;72692;4;0.036888858;1.63;3.49;4.13;1.24;1.73;1.61;1.09;1769.1;2496.8;2427.6;2551.7;1793.5;1949.4;1265.2;1349.6;1754;3042.1;1952.3;3134.9;757.3;1311;853;1366.4;861.7;1963.3;502.6;820.3;472.6;733.7;964;1191.3
1457915_at;RIKEN cDNA 4833442J19 gene;4833442J19Rik;chr6:149291413-149292093 (+) // 67.79 // qG3;320204;320204;1;0.570616546;1.61;0.73;0.77;0.95;0.96;1.31;1.22;64.9;62;64.3;71;71.1;86.9;88.2;86.6;41.7;40.1;46.4;60.5;56.7;67;42.8;73;47.6;88.1;57;92;60.3;93.5;17.1;16.3
1437363_at;homer homolog 1 (Drosophila);Homer1;chr13:90126866-90127918 (+) // 96.55 // qC3;26556;26556;5;0.436446082;1.61;1.49;1.58;1.2;1.09;1.08;1.2;129.1;135.6;144.4;165.6;114.8;137.4;114.8;117.1;121.9;133.3;145.3;156.6;106.6;118.3;148.7;186.5;100.2;165;81.6;131.6;91.7;141.7;107.1;128.5
1417564_at;cofactor required for Sp1 transcriptional activation| subunit 9;Crsp9;chr11:46076713-46081385 (+) // 98.52 // qB1.1;66213;66213;4;0.286409256;1.61;2.55;2.95;1.03;0.99;1.23;1.28;189.5;307.2;284.8;327.1;162.4;208.3;134.8;154.7;274.1;271.2;293.3;361.8;183.5;228.6;208.4;342.4;216.5;340.9;107.3;172.8;99.5;181;198.3;204.4
1452217_at;AHNAK nucleoprotein (desmoyokin);Ahnak;chr19:8114057-8118274 (+) // 95.81 // qA;107095;107095;6;0.26351461;1.61;0.88;0.87;6.8;0.28;0.81;1.02;1564.2;1180.7;1722.2;1833.9;1884.8;1929.6;2296.8;2287.2;2024.7;570;1081;872.2;6261.5;2414.2;1053.9;2453.4;1424.9;4045.1;2302.3;3702;1244.8;3422.8;497.9;3387.5
1448770_a_at;ATPase inhibitory factor 1;Atpif1;chr4:130756432-130759517 (+) // 85.08 // qD2.3;11983;11983;4;0.026461399;1.61;3.69;4.73;2.43;0.85;0.87;0.89;1153;851.1;1449.8;982.8;1298.8;1161.2;813.6;791;1766.8;1493.1;1934.4;1681.9;971.2;782.3;593.1;1555.1;501;828.3;478.6;769.7;409.4;890.7;315.9;766.3
1429588_at;RIKEN cDNA 2810474O19 gene;2810474O19Rik;chr6:149487198-149488221 (+) // 72.17 // qG3;77734;77734;1;0.533228657;1.6;0.5;0.52;0.96;0.81;1.43;0.95;689.8;498.9;467.1;423.3;812.3;772.2;892.8;975.2;342.5;277.7;285.9;408.7;533;716.7;368.8;548.2;426.3;890.2;684.2;1096.6;554.4;1160.9;363;347.9
1435078_at;tetratricopeptide repeat| ankyrin repeat and coiled-coil containing 2;Tanc2;chr11:105597926-105600429 (+) // 94.83 // qE1;237960;237960;5;0.110006386;1.6;2.77;3.69;1.18;0.54;0.47;0.73;51.4;56.7;97.5;98.2;42.2;30.7;32.9;32.6;235.5;126.7;217;102.1;191.7;106.9;92.6;92.2;64.5;133;85.1;135.8;58.8;94.9;12.5;14.7
1459238_at;---;---;chr10:53380325-53381017 (-) // 79.02 // qB3;---;---;6;0.433601224;1.59;1;1.19;0.67;0.65;0.66;1.13;86.7;54.8;119.8;74.2;82.1;92.5;76.6;77.6;63.3;41.2;77.7;51.3;61.6;63.2;95.4;155.6;83.7;170.7;63.4;100.7;65.3;109.7;69.6;46.4
1437110_at;RIKEN cDNA 2810474O19 gene;2810474O19Rik;chr6:149462258-149481131 (+) // 95.36 // qG3;67246;67246;1;0.146837317;1.59;0.92;0.9;0.61;0.98;2.26;1.07;2487.5;1930.1;1621.2;1726.7;2561.2;2741.9;3988.9;3709.6;1002.1;984.1;704.2;1592.9;2452.3;3240.9;1896.7;3256.8;1817.1;3739.6;1085.4;1723.8;783.9;2138;1188.9;722.6
1422880_at;synaptophysin-like protein;Sypl;chr12:27973124-27996546 (+) // 87.21 // qA2;19027;19027;4;0.130330743;1.59;5.46;7.63;1.87;0.72;0.9;1.32;1945.5;2985.3;3686.3;3443.6;1391.4;1835.4;721.8;962.4;2501.7;1799.3;2372.5;2138.3;616.9;669.8;1685.1;2047.9;925.6;1601.3;458.4;727.6;310.9;782.6;1033.4;1933.6
1452094_at;procollagen-proline| 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase)| alpha 1 polypeptide;P4ha1;chr10:59076940-59125974 (+) // 97.12 // qB4;18451;18451;4;-0.079018281;1.59;2.81;4.04;0.92;0.96;0.54;0.97;406.7;404.3;372.5;210.9;368.7;359;250.3;304.7;239.2;230.4;313.3;168.2;135;134.7;138.5;190.5;89.3;140.4;85.3;135.6;77.6;127.9;102.9;94.9
1426371_at;male sterility domain containing 2;Mlstd2;chr7:100784363-100841396 (+) // 98.04 // qE3;67420;67420;4;-0.11407388;1.59;16.22;14.76;1.08;1.04;1.01;0.86;668.5;697.2;1085.4;814.9;712;613.9;409.4;470.2;896.1;930.6;817.6;825.7;468.3;382;620.9;740.9;379.5;708.8;55.2;87.7;55.4;144.9;276.6;297.5
1434591_at;RIKEN cDNA 4732460K03 gene;4732460K03Rik;chr6:48445713-48446808 (+) // 86.56 // qB2.3;58894;58894;1;0.806342638;1.58;0.81;1.05;0.74;0.99;1.1;1.06;97.1;99;123.4;110.5;97.1;102.6;90.8;106.7;106.5;105;106.1;117.1;87.1;85.1;86.2;118.2;88.2;143.1;131.9;208.1;100.9;194.8;48.9;36.3
1427095_at;CUB domain containing protein 1;Cdcp1;chr9:123179237-123198551 (-) // 79.98 // qF4;109332;109332;6;0.777496433;1.58;0.71;0.85;0.86;0.95;1.1;1.04;50.2;53;55.9;64.6;53.2;55.4;56.8;62.6;55.2;52.3;55.7;61.1;63.2;55.2;66.7;70.8;58.8;98.6;77.9;123.4;65.7;112;41.7;35.8
1438121_at;SEC24 related gene family| member A (S. cerevisiae);Sec24a;chr11:51381777-51383008 (-) // 57.88 // qB1.3;77371;77371;4;0.38216844;1.58;1.82;1.64;1.04;1.08;1.58;1.13;117.3;149.3;160.6;168.8;106.3;120.3;99.6;104.2;91.8;99.1;101.6;160.9;91.2;108.6;90.8;116.6;106.5;185.4;50.3;79.6;62.1;103.9;50;51.8
1418386_at;RIKEN cDNA 2510005D08 gene;2510005D08Rik;chr14:49538101-49558176 (-) // 89.78 // qC2;68043;68043;4;0.142131871;1.58;2.21;3.12;1.56;1.3;1.42;1.04;209.3;354.2;313.7;378.6;266.8;276.3;184;223.4;256.6;333.9;317.3;451.1;141.5;155;192;255;126.6;246.2;116.2;183.4;101.8;187.3;218.1;339.7
1450945_at;protein kinase C| alpha;Prkca;chr11:107609128-108015053 (-) // 94.55 // qE1;18750;18750;4;0.396333323;1.57;1.57;1.39;2.11;1.29;1.06;1.22;299.1;318.2;371.8;311.5;273.2;332.8;223.8;227.2;224.7;290.8;304.1;321;168;154.7;133.4;187;180.7;358.2;143.6;225.8;219.1;455.2;205.8;433.3
1420731_a_at;cysteine and glycine-rich protein 2;Csrp2;chr10:110625232-110644537 (+) // 90.17 // qD1;13008;13008;5;0.136716395;1.57;2.26;2.59;2.07;0.82;0.85;1.36;78.6;42.6;71.8;52.5;54.6;74.5;37;55.3;64.3;52.9;64;54.3;45;39.7;22.7;38;25.1;57.9;28.4;44.5;24.7;49.6;13.4;27.7
1423333_at;RIKEN cDNA 1200007D18 gene;1200007D18Rik;chr17:25148897-25244301 (+) // 96.13 // qA3.3;67458;67458;5;-0.066103111;1.57;3.66;4.19;0.79;1.4;0.91;1.11;146.7;105.8;182.6;91;123.3;136.9;90;89.2;192.7;269.4;214.3;194.6;93.2;83;69.3;113.9;41;77.7;52.6;82.5;51.1;78.4;34.6;27.3
1422881_s_at;synaptophysin-like protein;Sypl;chr12:27973124-27996546 (+) // 87.21 // qA2;19027;19027;4;0.461729052;1.56;2.1;2.67;1.74;0.68;0.93;1.17;903.6;1538.7;1896.7;1657.2;781.5;912.7;449.2;643.8;1365.8;931.6;1300.7;1211.3;483.7;423.5;1100.5;1591.1;792;1302.4;649.7;1010.3;486.7;984;388.4;674.2
1426766_at;RIKEN cDNA 6330403K07 gene;6330403K07Rik;chr11:70644505-70646069 (-) // 99.0 // qB4;103712;103712;6;0.301630979;1.56;0.85;0.79;1.61;1;1.06;1;20.3;20;20;23.1;20;20;20;20;20;20;20;21.2;20;20;24.3;100.2;47.3;105.9;23.5;36.8;25.2;41.2;38.3;61.8
1428485_at;carbonic anyhydrase 12;Car12;chr9:66956370-67008434 (+) // 98.74 // qC;76459;76459;4;0.121938887;1.56;1.95;4.19;0.9;0.99;0.6;0.92;323.6;244;198.6;154.4;143.7;132.1;85.6;101.3;148.6;146.4;228;135.9;73;47.8;59.1;86.2;49.1;76;76.1;119;54.5;93.1;36.2;32.4
1424781_at;DNA segment| Chr 10| University of California at Los Angeles 1;D10Ucla1;chr10:66768164-66853901 (-) // 75.11 // qB5.1;28193;28193;1;0.807312067;1.55;0.78;0.82;1.09;1.34;1.64;0.93;568.1;642.4;981.5;784.2;549.1;511.2;534.8;624.7;496.2;665.3;548.5;899.2;545.2;670.2;374.6;817.8;526.3;1175.2;635.8;982.6;668.2;1532.9;289.1;314.1
1418123_at;unc-119 homolog (C. elegans);Unc119;chr11:77956037-77961952 (+) // 88.57 // qB5;22248;22248;5;0.445908361;1.55;1.56;1.33;0.74;0.95;1.14;1.15;98.2;111.9;95;77.8;94.8;108.6;91.8;113.4;116.6;111.4;101.3;115.2;124.7;86.8;64.2;118.3;66.3;131.5;74.9;115.8;76.5;123;112.5;83.1
1426818_at;arrestin domain containing 4;Arrdc4;chr7:55772107-55773171 (-) // 94.39 // qC;---;---;1;0.359250411;1.55;1.17;1.37;0.74;0.86;1.39;1.12;57.9;89;65.4;84.5;73.2;82.1;80.4;91.9;81.7;69.9;71.1;98.7;90.9;159.2;63.4;70.1;51.4;119.1;69.7;108.4;51.7;88.7;28.6;21.2
1423686_a_at;proline rich 13;Prr13;chr15:102940848-102944417 (+) // 88.92 // qF3;66151;66151;1;0.261619575;1.55;1.26;1.24;1.83;0.95;1.48;0.93;1404.3;1866.6;2016.2;1996.8;1644.2;1535.2;1483.3;1439.4;1611.2;1522.9;1207.5;1787.8;1935.6;2137.5;335.5;1045.8;1150.4;1745.6;1279;1977.7;973.2;1619.5;1110.1;2029.1
1416410_at;platelet-activating factor acetylhydrolase| isoform 1b| alpha1 subunit;Pafah1b3;chr7:14036877-14039784 (-) // 88.72 // qA2;18476;18476;5;-0.059016488;1.55;2.79;3.07;1.72;0.83;0.72;0.83;123.4;77.3;103.9;68.9;95.5;79.1;70;76.4;153.4;127.6;155.8;112.1;131.8;122.5;89.7;151;73;117.8;54.9;85.4;50.7;84.7;53.8;92.6
1419202_at;cystatin F (leukocystatin);Cst7;chr2:150633730-150642260 (+) // 95.45 // qG3 /// chr2;13011;13011;5;-0.128631722;1.55;9.43;3.56;1.98;0.34;0.31;0.93;181.9;129.8;106;69.5;158.7;147.8;141;130;1066.8;358.6;527.5;163.7;597.9;230.6;50.4;124.3;217;578;113.1;175.7;148.3;263.1;134.4;265.8
1419758_at;ATP-binding cassette| sub-family B (MDR/TAP)| member 1A;Abcb1a;chr5:8661500-8749979 (+) // 92.57 // qA1;18671;18671;3;-0.145991427;1.55;3.57;1.45;1.51;1.11;1.02;1.21;35.6;20;27;20.6;57.3;69.5;33.3;62.2;90;100;33.4;34.2;287.4;209.7;20;42.3;45.2;162.4;25.2;39.2;23.1;45.6;19.5;29.4
1434380_at;guanylate binding protein 7;Gbp7;chr3:143107374-143109238 (+) // 97.88 // qH1;---;---;5;-0.154605798;1.55;3.25;4.04;1.06;1.09;0.93;1.46;2124.8;1724.5;3520.6;2854.6;3047.3;4448;2130;2722;3693.2;4028;3147;2924.4;3070.2;4304;1261.4;1551.4;1385.9;2623.1;1134.7;1758;778;1496.6;944.4;1002.6
1438012_at;protein phosphatase 1 (formerly 2C)-like;Ppm1l;chr3:69894263-69895738 (+) // 99.46 // qE1;242083;242083;1;0.582675402;1.54;0.92;1.19;1.09;1.01;1.63;1.23;136.1;177.9;281.1;338.2;117.2;143.9;130.6;144.3;122;123.8;120.3;196.6;140.7;167.7;131.8;225.8;98.8;224.2;132.6;203.7;101.3;175.5;63.6;69.1
1450388_s_at;twisted gastrulation homolog 1 (Drosophila);Twsg1;chr17:64285565-64314000 (-) // 92.92 // qE1.1;65960;65960;4;0.073805924;1.54;2.33;3.11;1.38;1.48;1.23;1.19;648;859;1027.9;1262.8;722.2;859.4;603;623.8;704.2;1044.6;831.4;1023.7;454.1;661.3;665;589.2;523.5;1209.9;302.3;465.8;267.6;464.1;556.5;767.4
1421173_at;interferon regulatory factor 4;Irf4;chr13:30128939-30146663 (+) // 99.2 // qA3.2;16364;16364;5;-0.168674157;1.54;7.43;18.05;2.38;1.04;0.58;1.48;355;722.6;465.6;606;360.8;533.3;352.6;496.4;1513.3;1572;1875.2;1085.3;508.9;377.9;528.4;459.4;286.4;1031.6;203.6;312.9;103.9;281.2;510.8;1215
1435977_at;hepatoma-derived growth factor| related protein 3;Hdgfrp3;chr7:68973299-68973866 (-) // 99.47 // qD1;72589;72589;6;0.372942319;1.53;0.67;0.53;0.73;1.44;0.88;0.84;82;73.8;172;142.3;91.5;76.8;59.4;63;134.5;193.2;133.6;118;398.2;261.9;62.4;97.3;352.9;664.9;201.9;309.9;253.8;433.3;140.9;103
1421937_at;dual adaptor for phosphotyrosine and 3-phosphoinositides 1;Dapp1;chr3:138488600-138539141 (-) // 90.12 // qG3;26377;26377;6;0.749326237;1.52;0.84;0.66;1.62;0.96;1;0.91;202.4;281.4;252.7;286.6;255.7;232.2;251.6;267.6;312.8;299.5;245.3;245.1;226.6;273.8;228.6;275.1;301.3;519.8;370.5;563;369.8;574.8;143.6;231.9
1455613_at;RIKEN cDNA E130308A19 gene;E130308A19Rik;chr4:59021463-59022666 (+) // 99.5 // qB3;230259;230259;6;0.649735484;1.52;0.87;1.16;1.52;1.29;1.27;0.83;71.1;92.7;83.8;95.9;69.1;57.6;56.2;65;80.8;104;89.4;113.6;83.1;84.5;97.5;153;103.3;174.2;92.9;141.4;77.2;122.2;57.9;88.2
1444064_at;SAM domain and HD domain| 1;Samhd1;chr2:157166691-157167710 (-) // 23.51 // qH1;56045;56045;1;0.375188801;1.52;0.92;0.6;0.95;0.53;1.77;1.38;132.2;132.7;123.6;139.8;128.9;178;158.7;230.2;131.3;70.2;67.7;120.1;203.1;302.8;38.6;143.2;183.3;341;142.5;217.2;113.5;214.3;135.1;128
1433976_at;DNA segment| Chr 10| University of California at Los Angeles 1;D10Ucla1;chr4:75826834-75827417 (+) // 45.21 // qC3 /// chr10:;103168;103168;4;0.330086847;1.52;1.87;1.86;1.11;1.32;1.38;1.04;281.6;379.2;509.4;396;293.1;304.5;295.4;295.2;274.5;362;328.8;452.6;256.3;311.1;168.4;343.7;241.7;474.7;146.6;223;176.7;297.1;129.1;143.1
1438761_a_at;ornithine decarboxylase| structural 1 /// similar to Ornithine decarboxylase (ODC) /// similar to Ornithine decarboxylase (ODC) /// similar to Ornithine decarboxylase (ODC) /// hypothetical protein LOC671973 /// similar to Ornithine decarboxylase (ODC);Odc1 /// LOC666231 /// LOC668343 /// LOC670279 /// LOC671973 /// LOC673302;chr12:17677710-17678185 (+) // 76.53 // qA1.2;18263;18263;4;0.080676247;1.52;3.13;5.93;2.14;1.25;0.84;1.86;2749;3356.5;3648.5;3054.5;1897.2;3536.1;898.2;1628.3;2590.8;3246.6;3835;3214.8;1750.9;1325.3;677.7;2422.9;1269.5;2479.2;828.9;1257.5;646.4;1087.2;591.4;1267.6
1451508_at;RIKEN cDNA 1700108L22 gene;1700108L22Rik;chr3:40699138-40726140 (+) // 94.45 // qB;214048;214048;4;0.253322781;1.51;1.72;2.99;2.1;1.21;1.42;1.17;925.7;1233.2;1360.9;1133.1;727.7;854.6;504;564.5;586.7;710.2;887.7;1262.6;377.1;377.5;200.4;487.3;306.4;473;340.4;515.6;296.6;487.5;232.1;488.5
1434793_at;WD repeat domain 78;Wdr78;chr4:101383709-101384949 (-) // 94.77 // qC6 /// chr4;242584;242584;5;0.074161043;1.51;2.77;1.32;0.9;0.79;1.24;1.26;77;118;92.4;101.6;90.2;114;76.8;88.4;196.4;155.7;105.4;130.9;184.7;202.9;122.6;127.4;62.4;115.8;70.8;107.2;80;129.2;56.9;51.5
1449283_a_at;mitogen-activated protein kinase 12;Mapk12;chr15:89522304-89532572 (-) // 98.57 // qE3;29857;29857;6;0.689635553;1.5;0.76;0.83;0.81;0.97;0.86;0.88;54.4;47.9;53.5;60;51;44.7;57.8;54.4;46.4;45.2;52.4;44.8;63.7;54.2;58.8;60.7;64.4;101.3;61.2;92;63.1;105.2;45.1;36.6
1420159_at;myosin IE;Myo1e;chr9:70653994-70654338 (+) // 60.64 // qD;---;---;6;0.634776912;1.5;1.06;0.87;0.84;1.06;1.35;0.91;80.1;69.6;101.3;100.1;68.5;62.7;73.8;64;71.2;75.4;58.9;79.3;65.8;82.7;68.5;128.4;70.2;139.7;67.3;101.2;67.4;110.8;52.4;43.8
1457528_at;solute carrier family 4| sodium bicarbonate cotransporter| member 7;Slc4a7;chr14:11383253-11383911 (+) // 88.3 // qA1;218756;218756;5;0.103039775;1.5;3.29;2.82;1.61;1.39;0.87;1.96;471.3;684.8;721.1;516.1;322.6;631.8;591.9;875.7;890.7;1242.5;657;572.3;341.6;648.4;265;725.4;442.2;909.2;270.5;406.6;232.7;555;124.3;200.6
1455549_at;SEC14 and spectrin domains 1;Sestd1;chr2:77074509-77075736 (-) // 70.64 // qC3;228071;228071;4;0.211588478;0.66;0.42;0.49;1.49;1.37;4.32;1.05;117.7;810.8;175.3;706.5;119.5;125.3;91.4;99.4;112.2;154.2;124.1;536.8;71.5;85.2;426.3;293.9;156.1;63.8;269.8;178;255.4;103.4;153.3;228.6
1417384_at;ectonucleoside triphosphate diphosphohydrolase 5;Entpd5;chr12:79694895-79721419 (-) // 87.72 // qD1;12499;12499;2;-0.444065271;0.66;0.64;0.78;1.76;1.58;1.18;0.88;772.2;560.5;683.6;570.2;837.7;734.9;938.9;763.4;390.9;616.4;463.6;548.3;697.9;860.1;533.6;392.3;471.4;291.4;611.3;402.6;593.4;285.9;265.9;467.5
1417382_at;ectonucleoside triphosphate diphosphohydrolase 5;Entpd5;chr12:79694895-79721419 (-) // 87.72 // qD1;12499;12499;2;-0.474935628;0.66;0.58;0.66;2.14;1.69;1.26;0.86;773.3;583.3;665.4;601.1;806.2;689.7;835.2;674.6;393.4;666;482.5;609.3;646.3;745;598.3;441.2;496.4;311.1;674;445.9;725.8;389.2;324.1;694.6
1451574_at;B-cell CLL/lymphoma 9;Bcl9;chr3:97204497-97208217 (-) // 97.09 // qF2.1;77578;77578;7;0.098107376;0.65;0.41;0.37;0.77;0.88;0.8;1.17;85.1;79.6;72.4;67.2;67.9;79.7;75.2;75.2;73.2;64.6;81.9;65.7;54.3;52.6;99.8;71.5;124.7;72.3;176.4;114;219.8;141.6;77.9;60
1438712_at;DENN/MADD domain containing 2D;Dennd2d;chr3:106880655-106882714 (+) // 87.78 // qF2.3;72121;72121;7;0.020019044;0.65;0.17;0.28;1.11;0.7;0.57;0.99;363.1;209.3;178.6;158.3;311.1;309.3;395.9;485.7;218.5;153.1;230.9;131.7;459.6;262.4;455.5;256.5;637.8;302.1;1277.1;834.4;827.7;531.2;420.2;467.8
1453474_at;RIKEN cDNA 1300007F04 gene;1300007F04Rik;chr11:77127672-77133181 (+) // 89.63 // qB5;67477;67477;3;-0.09085488;0.65;0.63;0.63;0.78;1.69;3.31;0.75;49.2;122.5;40.7;61.4;57.3;42.7;71;49;45.2;76.6;39.9;132.1;93.3;184.6;79.2;47;79.5;39.5;71.5;46.3;63.5;38.4;48.6;37.7
1455095_at;histone 2| H2be;Hist2h2be;chr3:96227776-96229221 (+) // 60.44 // qF2.1;319189;319189;7;-0.411069213;0.65;0.64;0.41;1.01;0.99;1.02;0.92;45.6;51.5;46.2;46.7;58.8;54.4;76.1;71.6;31.8;31.3;38.6;39.6;58;60.8;81.9;49.5;105.4;47.6;49.6;32.1;94;45.5;67.7;68.2
1419112_at;nemo like kinase;Nlk;chr11:78180558-78309979 (-) // 89.59 // qB5;18099;18099;7;-0.417519345;0.65;0.92;0.63;0.48;0.83;1.34;1.15;401;558;356.8;480.3;479.7;549.7;669.6;723.2;423.3;352.3;299.2;400.9;582.7;742.2;1013.9;633.1;778.4;491.9;461.4;299.9;476.7;310.5;904.1;434.8
1441657_at;BTB and CNC homology 2;Bach2;chr4:32471877-32472461 (+) // 95.86 // qA5;---;---;1;0.329025233;0.64;0.19;0.29;0.38;0.73;2.72;1.51;181.1;545.1;355.3;557.5;155;234.1;161.8;204.7;57.4;42;82.1;223.3;82.7;68.5;149.2;119.7;234.5;104.2;298.8;190.2;279.8;178.4;105.2;39.7
1423747_a_at;pyruvate dehydrogenase kinase| isoenzyme 1;Pdk1;chr2:71767389-71796241 (+) // 96.4 // qC3;228026;228026;7;-0.081497907;0.63;1.16;0.22;0.44;0.57;0.35;0.8;1082.2;582.2;676.2;159.2;1077.7;859.1;1036.8;1075;801.4;458.9;833.5;294.6;543.1;312.3;508.7;335;3790.2;2163.8;692.9;434.3;3729.6;1998.9;1445.9;634.2
1416708_a_at;GRAM domain containing 1A;Gramd1a;chr7:20105607-20127352 (-) // 96.98 // qA3;52857;52857;7;-0.130115162;0.63;0.22;0.13;0.25;1.2;1.28;0.97;200.5;210;125;158.4;258.6;249.8;297.6;312.8;166.5;200.1;131.4;168;428.9;666.6;584.1;303;925.4;468.6;757.5;476.1;1034.9;487.5;1003.8;246.7
1447012_at;---;---;chr16:85361557-85362113 (+) // 98.56 // qC3.3;---;---;2;-0.390800131;0.63;0.63;0.61;0.92;0.96;0.97;1.02;39.4;36.9;31.7;35.4;40.7;41.6;49.2;42.3;35.1;33.7;33.8;32.7;41.8;35.5;37.7;31.5;56.8;27.9;56.1;35.1;55.1;34.4;33.8;31.2
1422478_a_at;acyl-CoA synthetase short-chain family member 2;Acss2;chr2:155581400-155626095 (+) // 97.61 // qH1;60525;60525;7;0.024369687;0.62;0.24;0.1;0.45;0.64;1.31;0.67;220.6;200.9;84;112.7;240.7;160.2;236;197.2;104.7;66.9;93.1;122.1;293.7;579;245.6;133.8;548.4;332.4;429.3;267.9;968;607.2;342.7;153.5
1435086_s_at;kelch domain containing 2;Klhdc2;chr12:64575778-64576223 (+) // 52.94 // qC2;69554;69554;7;-0.082791567;0.62;0.21;0.36;0.69;0.93;0.94;1.07;3073.4;1752;1338.8;1136.2;1871.9;2004.1;2480.6;2641.2;1005.5;933;1150.5;1081.5;1568;1012.5;2622.7;1785.8;2463.8;1407.4;4818.2;2995.8;3223.9;1506;1899.8;1309.5
1428637_at;dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2;Dyrk2;chr10:118547070-118548517 (-) // 93.19 // qD2;69181;69181;7;-0.236034299;0.62;0.32;0.38;0.46;1.05;0.9;0.91;1448.7;1015.7;1015.4;913.6;1417.6;1296.5;1866.5;2185.3;643.7;674.1;769;690.6;1574.4;1667;2322;1093.4;2213.5;1263.7;1997.3;1236.9;2046.9;1308.4;1442.8;668.7
1453788_at;---;---;chr3:131693410-131694799 (-) // 97.69 // qG3;---;---;7;-0.284482357;0.62;0.44;0.45;0.59;1.08;1.14;0.99;36.1;35;26.7;30.3;35.4;35.1;39.2;37;29.1;31.5;31.7;36.2;43.9;43.8;90.9;48;56.5;29.3;65.4;40.8;70.6;40.5;114.7;67.9
1429764_at;RIKEN cDNA 1500005K14 gene;1500005K14Rik;chr11:75633143-75640337 (-) // 94.73 // qB5;76566;76566;2;-0.33194309;0.62;0.37;0.41;0.39;1;1.47;1.19;95.5;128.4;58.4;75.3;81.9;97.1;209.2;240;60.6;60.8;56.5;83.3;208.3;311.1;224.2;82.4;248.1;76.9;161.6;100.5;138.7;74.8;170.7;67.2
1426893_at;RIKEN cDNA C230093N12 gene;C230093N12Rik;chr2:32495286-32529742 (+) // 97.41 // qB;98952;98952;2;-0.393450191;0.62;1.81;1.57;0.42;0.52;0.31;0.91;607.4;373.1;361.6;211.3;545.6;497.8;443.4;430.8;761;399.2;587.2;179.9;221.7;232;452.8;179.5;336.4;194.5;421.2;259.6;374.9;236.7;219.6;92.8
