Probe Set ID	Gene Title	Gene Symbol	Probe Position	NCBI	NCBI	Cluster	Correlation to FoxP3	TregSig	IL2ActnoFox	IL2Act	Act	TGFnoFox	TGF	FOXP3rv	ActCD4	ActCD4TGF	ActTreg	ActTregTGF	CTRLrv	FOXP3rv	Ctrlrv	Foxp3rv	sfActCD4	sfActCD4TGF	wtActCD4	wtActCD4TGF	ActCD8	ActCD8TGF	TconvThy	TregThy	TconvLN	TregLN	TconvSpN	TregSpN	TconvSpB	TregSpB	CD4AND	ActCD4AND		TregSig	Fold change of (TregLN, TregSpN, TregSpB)/(TconvLN, TconvSpN, TconvSpB)
1458933_at	RIKEN cDNA A530052I06 gene	A530052I06Rik	chr3:101787170-101787833 (-) // 73.15 // qF2.2	99953	99953	6	0.69	2.1	1.0	1.1	1.5	1.0	1.5	1.3	34	55	61	71	36	44	42	46	58	57	46	70	79	55	40	77	45	157	59	122	43	85	32	48			
1434875_a_at	high mobility group nucleosomal binding domain 3	Hmgn3	chr9:83538011-83538303 (-) // 100.0 // qE2	94353	94353	6	0.68	6.4	1.4	1.1	2.5	0.9	0.8	1.1	79	68	231	109	93	101	56	52	100	94	113	93	50	66	80	180	183	786	70	447	105	652	96	236			
1440809_at	SWA-70 protein	Swap70	---	---	---	6	0.68	2.5	1.3	1.0	0.6	1.0	1.3	1.1	113	99	129	128	109	119	134	128	129	122	97	122	128	141	115	277	93	200	97	245	100	218	103	66			
1426037_a_at	regulator of G-protein signaling 16	Rgs16	chr1:153720317-153725421 (+) // 99.6 // qG3	---	---	6	0.68	6.0	1.6	2.9	0.8	1.6	0.8	1.0	20	20	20	36	20	20	20	20	38	61	58	45	22	28	20	50	25	66	23	140	20	59	24	18			
1418758_a_at	pleckstrin homology, Sec7 and coiled-coil domains 3	Pscd3	chr5:141099532-141187287 (+) // 98.19 // qG2	19159	19159	6	0.68	1.7	0.3	0.3	0.3	2.1	1.9	1.0	364	296	547	614	380	392	592	640	288	617	270	504	570	934	444	1388	746	1302	1061	1765	784	1734	758	195			
1437542_at	RIKEN cDNA A730095J18 gene	A730095J18Rik	chr1:69941104-69942346 (-) // 95.7 // qC3	319462	319462	6	0.67	7.8	2.2	2.4	0.7	1.4	3.4	1.9	510	1632	4325	4113	473	890	500	636	1162	1594	727	2505	2667	3482	1213	5998	1577	6233	536	4155	305	4245	1505	1035			
1439794_at	---	---	chr10:93518996-93519847 (+) // 80.93 // qC2	---	---	6	0.67	31.7	0.6	1.0	0.7	1.1	1.5	1.0	20	26	27	129	20	20	20	20	20	22	20	29	22	24	44	586	20	52	33	1060	21	171	30	20			
1437393_at	expressed sequence AI875142	AI875142	chr11:107604512-107608070 (-) // 97.45 // qE1	103885	103885	6	0.66	2.0	0.6	0.5	0.7	1.2	1.6	1.0	645	876	697	842	597	611	643	758	286	346	374	602	692	584	598	898	948	1707	512	1001	804	1492	930	625			
1420549_at	guanylate nucleotide binding protein 1	Gbp1	chr3:143059369-143178214 (+) // 90.19 // qH1	14468	14468	6	0.66	3.2	0.9	1.0	1.2	1.3	1.2	1.1	69	74	90	110	84	90	94	77	85	114	76	92	92	97	72	92	83	410	93	296	74	233	58	67			
1455149_at	SH3 domain containing ring finger 1	Sh3rf1	chr8:60312668-60313338 (+) // 91.82 // qB3.1	59009	59009	6	0.66	2.4	1.1	1.2	1.3	1.0	0.8	0.9	30	26	52	49	28	26	24	21	38	37	40	32	21	24	39	69	41	87	35	82	33	54	35	45			
1445600_at	Insulin-like growth factor I receptor	Igf1r	chr7:55065830-55066334 (+) // 60.32 // qB5	---	---	6	0.65	2.7	0.2	0.2	0.7	1.0	1.4	0.8	126	81	153	155	98	79	200	186	65	61	60	82	139	87	285	426	373	947	266	716	258	671	114	75			
1425267_a_at	RIKEN cDNA 3110045G13 gene	3110045G13Rik	chr3:88240125-88259968 (-) // 93.28 // qF1	73182	73182	6	0.65	1.6	0.8	0.7	1.1	0.9	1.1	1.2	177	161	181	184	166	193	183	209	168	157	149	156	211	220	142	186	249	422	216	355	206	465	220	239			
1457701_at	transmembrane protein 136	Tmem136	chr9:43180676-43181337 (-) // 92.9 // qA5.1	---	---	6	0.65	3.6	0.5	0.9	0.8	1.0	2.1	1.0	27	83	94	194	34	34	29	47	29	29	28	59	34	40	52	98	52	357	57	205	31	88	38	31			
1455613_at	RIKEN cDNA E130308A19 gene	E130308A19Rik	chr4:59021463-59022666 (+) // 99.5 // qB3	230259	230259	6	0.65	1.5	0.9	1.2	1.5	1.3	1.3	0.8	71	93	84	96	69	58	56	65	81	104	89	114	83	85	98	153	103	174	93	141	77	122	58	88			
1449824_at	proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein)	Prg4	chr1:150392207-150407937 (-) // 97.59 // qG1	96875	96875	6	0.65	5.4	0.6	0.6	1.3	1.0	1.1	1.0	24	26	29	104	22	22	31	24	22	21	25	26	26	24	24	35	45	375	38	207	39	182	22	28			
1449893_a_at	leucine-rich repeats and immunoglobulin-like domains 1	Lrig1	chr6:94969502-95064906 (-) // 98.46 // qD2	16206	16206	6	0.64	3.2	0.3	0.2	0.3	1.3	3.9	1.1	55	298	150	542	56	61	41	53	36	48	66	258	24	98	35	184	400	1268	132	416	282	718	171	42			
1418778_at	coiled-coil domain containing 109B	Ccdc109b	chr3:130453591-130508934 (-) // 99.92 // qG3	66815	66815	6	0.64	5.4	2.4	0.9	2.6	1.1	0.8	2.4	43	43	274	127	64	154	46	56	72	76	117	87	32	27	46	322	98	355	30	163	134	738	84	218			
1451264_at	FERM domain containing 6	Frmd6	chr12:66157039-66169233 (+) // 93.91 // qC2 /// chr10	319710	319710	6	0.64	2.0	0.9	1.0	0.3	0.7	0.5	1.4	363	254	300	408	265	371	320	510	290	204	308	161	170	159	420	599	348	769	342	685	319	757	362	120			
1420159_at	myosin IE	Myo1e	chr9:70653994-70654338 (+) // 60.64 // qD	---	---	6	0.63	1.5	1.1	0.9	0.8	1.1	1.4	0.9	80	70	101	100	69	63	74	64	71	75	59	79	66	83	69	128	70	140	67	101	67	111	52	44			
1448788_at	Cd200 antigen	Cd200	chr16:45337523-45364392 (-) // 95.77 // qB5	17470 /// 69477	17470 /// 69477	6	0.63	3.8	0.3	0.6	0.7	2.1	1.2	1.0	127	68	199	229	126	129	194	194	167	342	250	289	94	123	293	865	488	991	543	2054	424	1511	1273	934			
1455746_at	kinesin family member 13A	Kif13a	chr13:46243602-46244341 (-) // 95.26 // qA5	16553	16553	6	0.62	3.3	2.6	1.3	1.4	0.5	0.9	1.0	100	80	155	103	94	94	78	85	124	62	73	65	27	27	39	83	63	390	47	158	58	275	35	50			
1428097_at	RIKEN cDNA 2510009E07 gene	2510009E07Rik	chr16:21481379-21484712 (-) // 94.05 // qB1	72190	72190	6	0.61	3.0	0.8	1.7	0.5	1.8	1.0	1.1	133	99	142	179	132	139	115	112	89	159	187	193	94	127	230	291	142	258	119	360	111	284	142	67			
1446303_at	insulin-like growth factor I receptor	Igf1r	chr7:55228097-55228771 (+) // 76.33 // qB5	---	---	6	0.61	1.8	0.6	0.7	0.7	1.1	1.1	0.9	94	88	110	113	90	81	137	129	71	81	76	86	100	93	115	164	137	364	117	208	105	236	73	53			
1434690_at	lysocardiolipin acyltransferase	Lycat	chr17:71680482-71682918 (+) // 97.49 // qE1.3	106531	106531	6	0.60	2.3	0.7	0.7	0.9	1.1	1.3	1.2	579	622	821	937	549	653	471	639	468	530	515	666	485	1278	660	1189	850	3428	724	1696	726	1998	761	716			
1445178_at	SH3 domain containing ring finger 1	Sh3rf1	chr8:60267418-60268131 (+) // 98.07 // qB3.1	---	---	6	0.60	2.9	1.1	1.2	1.0	1.2	1.0	1.0	36	50	75	74	40	39	50	41	35	42	44	46	36	36	58	129	52	126	31	90	37	63	36	38			
1437445_at	transient receptor potential cation channel, subfamily M, member 1	Trpm1	chr7:51202943-51203540 (+) // 72.58 // qB5	17364	17364	6	0.59	2.2	0.9	0.8	0.3	1.1	1.2	1.1	54	54	69	65	50	56	55	54	49	52	51	63	67	56	88	191	66	112	57	126	66	161	141	41			
1442100_at	inositol polyphosphate-5-phosphatase F	Inpp5f	chr7:116088681-116141923 (+) // 99.46 // qF3	101490	101490	6	0.57	1.9	0.6	0.7	0.7	1.2	1.3	1.0	29	30	26	36	26	27	34	27	24	29	26	34	35	27	42	70	57	118	39	74	38	64	40	29			
1436223_at	integrin beta 8	Itgb8	chr12:114193903-114194825 (-) // 94.66 // qF2	---	---	6	0.57	19.5	1.0	1.0	1.0	1.0	1.0	1.0	20	20	21	27	20	20	20	20	20	20	20	20	20	20	20	255	99	924	20	390	20	314	11	10			
1441727_s_at	zinc finger protein 467	Zfp467	chrUn_random:35183695-35184203 (+) // 98.82 //	68910	68910	6	0.57	2.3	0.9	0.6	0.3	0.4	0.7	2.0	76	55	107	57	93	186	95	153	118	49	98	67	53	48	98	129	106	227	130	305	171	309	147	44			
1436196_at	hypothetical protein C030046G05	C030046G05	chr11:23632418-23633305 (-) // 58.1 // qA3.2	327885	327885	6	0.57	2.1	0.8	0.9	0.5	1.2	2.0	1.2	281	436	535	516	322	387	312	399	177	207	170	334	295	286	320	911	265	519	236	496	184	518	548	267			
1455418_at	Transcribed locus	---	chr10:53307676-53308827 (-) // 97.04 // qB3	---	---	6	0.56	2.1	0.8	1.7	0.6	0.7	0.5	1.2	223	109	288	160	170	208	141	171	117	83	188	95	75	78	156	368	144	401	142	293	111	292	124	73			
1452731_x_at	hypothetical protein LOC544988 /// RIKEN cDNA B930046C15 gene /// hypothetical protein LOC545007 /// RIKEN cDNA 2610042L04 gene /// similar to Spetex-2F protein /// similar to Spetex-2H protein /// similar to Spetex-2H protein /// hypothetical protein LOC	LOC544988 /// B930046C15Rik /// LOC545007 /// 2610042L04Rik /// LOC622916 /// LOC622931 /// LOC638853 /// LOC664825 /// LOC666193 /// LOC666329 /// LOC666442 /// LOC666684 /// LOC666772 /// LOC671957	chr14:3249899-3273357 (+) // 97.53 // qA1 /// chr14:3	67055	67055	6	0.56	7.9	0.7	0.5	0.3	1.3	0.9	0.9	42	34	145	123	33	31	53	57	106	137	68	58	86	71	170	1875	672	2869	162	1276	126	1248	474	156			
1447873_x_at	BH3 interacting domain death agonist	Bid	chr6:121292490-121292712 (-) // 94.59 // qF1	12122	12122	6	0.54	1.8	1.4	0.9	1.1	0.8	0.6	1.0	22	20	26	20	21	20	20	20	31	25	34	21	25	20	20	45	34	65	22	38	38	57	20	22			
1437219_at	Insulin-like growth factor I receptor	Igf1r	chr7:55054392-55055521 (+) // 99.73 // qB5	---	---	6	0.54	2.9	0.5	0.4	0.7	1.1	1.3	1.0	75	50	94	90	62	59	133	112	39	41	38	49	69	51	127	218	190	573	85	245	90	297	43	28			
1428301_at	hypothetical protein LOC544988 /// RIKEN cDNA B930046C15 gene /// hypothetical protein LOC545007 /// RIKEN cDNA 2610042L04 gene /// similar to Spetex-2H protein /// similar to Spetex-2H protein /// hypothetical protein LOC664825 /// similar to Spetex-2F p	LOC544988 /// B930046C15Rik /// LOC545007 /// 2610042L04Rik /// LOC622931 /// LOC638853 /// LOC664825 /// LOC666193 /// LOC666329 /// LOC666442 /// LOC666684 /// LOC666740 /// LOC666772 /// LOC666890 /// LOC671957	chr14:3249899-3273357 (+) // 97.53 // qA1 /// chr14:3	67055	67055	6	0.54	7.5	0.6	0.5	0.4	1.2	1.0	0.9	92	64	205	201	65	61	89	90	134	166	94	91	135	109	210	2124	881	3660	238	1796	195	1686	1384	567			
1420404_at	CD86 antigen	Cd86	chr16:36452027-36514231 (-) // 99.14 // qB3	12524	12524	6	0.54	3.7	0.9	0.8	0.2	1.4	1.6	1.5	42	97	98	106	45	66	33	45	45	62	59	97	66	64	41	105	64	325	53	193	73	129	220	47			
1434073_at	G protein-coupled receptor associated sorting protein 2	Gprasp2	chrX:125851198-125851889 (+) // 89.95 // qE3	245607	245607	6	0.52	1.7	0.5	0.9	1.4	1.1	0.8	1.0	22	20	21	26	21	20	20	23	26	29	26	22	22	23	66	64	39	92	54	92	28	46	16	22			
1419117_at	solute carrier family 22 (organic cation transporter), member 2	Slc22a2	chr17:11992244-12037072 (+) // 98.59 // qA1	20518	20518	6	0.52	5.2	0.9	0.8	0.1	1.0	1.7	0.9	42	53	58	90	44	42	54	42	50	48	41	69	42	41	59	282	67	169	56	290	50	140	313	41			
1433169_at	RIKEN cDNA 5830456J23 gene	5830456J23Rik	chr8:80719034-80720279 (+) // 53.05 // qC2	76105	76105	6	0.52	4.3	3.4	3.2	0.8	0.6	0.6	1.7	458	306	590	359	464	772	476	637	647	385	456	291	205	403	188	470	187	1347	189	804	144	983	385	301			
1424030_at	grainyhead-like 1 (Drosophila)	Grhl1	chr12_random:3150917-3287654 (-) // 76.28 //	195733	195733	6	0.51	1.7	0.6	1.0	4.6	1.4	1.6	1.1	71	97	165	154	68	73	48	50	76	105	80	126	49	54	63	123	134	234	128	213	80	160	62	288			
1436915_x_at	lysosomal-associated protein transmembrane 4B	Laptm4b	chr15:34336686-34336999 (+) // 85.96 // qB3.1	114128	114128	6	0.50	1.8	0.4	0.6	0.6	0.7	2.6	1.4	33	27	63	48	28	39	47	51	59	38	57	147	29	30	127	519	142	456	154	272	100	217	23	14			
1429314_at	synaptotagmin XI	Syt11	chr3:89238124-89239754 (-) // 83.64 // qF1	229521	229521	6	0.50	2.0	1.1	0.9	2.4	0.9	1.5	1.1	150	168	261	253	177	194	189	187	196	177	145	212	255	200	173	409	281	499	184	361	163	357	193	461			
1452982_at	insulin-like growth factor I receptor	Igf1r	chr7:55261228-55265829 (+) // 93.96 // qB5	77773	77773	6	0.49	1.8	0.7	0.7	0.7	1.0	1.1	1.0	190	147	200	228	164	170	226	226	151	147	137	156	194	162	250	565	284	888	219	383	196	401	178	117			
1459668_at	TRAF family member-associated Nf-kappa B activator	Tank	chr2:61564396-61564827 (+) // 58.65 // qC1.3	---	---	6	0.47	1.8	0.5	0.5	0.4	1.4	2.0	1.0	183	369	405	470	236	226	224	297	188	253	178	363	372	473	565	1147	730	1488	362	642	344	717	572	212			
1458802_at	human immunodeficiency virus type I enhancer binding protein 3	Hivep3	chr4:118482658-118483518 (+) // 91.03 // qD2.1	16656	16656	6	0.47	3.3	1.4	1.4	0.5	1.2	0.8	0.9	591	338	293	279	296	266	351	362	498	571	755	571	135	123	837	1159	714	1909	366	1194	525	1076	1002	470			
1454897_at	RIKEN cDNA 6330509M05 gene	6330509M05Rik	chrX:18430571-18431992 (-) // 89.51 // qA1.3	102913	102913	6	0.47	2.3	0.3	0.5	1.6	1.6	1.8	1.3	34	85	126	148	50	64	43	63	29	46	37	66	171	240	52	151	153	531	95	216	78	174	32	51			
1437111_at	zinc finger CCCH type containing 12C	Zc3h12c	chr9:52274035-52276232 (-) // 93.63 // qA5.3	330940	330940	6	0.45	2.8	2.2	1.4	0.8	1.1	0.9	1.1	38	37	47	49	36	38	39	32	89	97	56	48	34	39	50	85	45	236	41	116	40	88	42	33			
1455978_a_at	matrilin 2	Matn2	chr15:34488784-34488976 (+) // 67.73 // qB3.1	17181	17181	6	0.45	2.0	1.0	1.0	2.3	1.0	1.0	1.0	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	42	20	282	20	40	20	141	7	16			
1417654_at	syndecan 4	Sdc4	chr2:164487365-164506288 (-) // 87.37 // qH3	20971	20971	6	0.44	1.6	1.2	1.2	0.8	1.0	1.2	1.8	28	44	66	46	31	55	34	45	34	33	31	38	36	33	31	66	32	153	29	48	25	57	24	20			
1459238_at	---	---	chr10:53380325-53381017 (-) // 79.02 // qB3	---	---	6	0.43	1.6	1.0	1.2	0.7	0.7	0.7	1.1	87	55	120	74	82	93	77	78	63	41	78	51	62	63	95	156	84	171	63	101	65	110	70	46			
1447792_x_at	G protein-coupled receptor 174	Gpr174	chrX:98699414-98699663 (+) // 99.2 // qD	---	---	6	0.42	3.3	2.4	1.4	0.3	0.4	0.3	1.2	104	67	254	114	166	200	213	238	405	143	335	84	257	164	270	340	397	869	171	559	246	503	348	114			
1420788_at	killer cell lectin-like receptor subfamily G, member 1	Klrg1	chr6:122902393-122914805 (-) // 74.0 // qF2	50928	50928	6	0.40	4.2	1.7	1.1	1.4	0.5	0.5	1.7	76	65	137	84	139	241	82	74	237	109	146	69	126	74	78	2060	124	2465	143	593	134	569	107	149			
1441375_at	Leucine-rich repeats and immunoglobulin-like domains 1	Lrig1	chr6:95051395-95052181 (-) // 99.75 // qD2	---	---	6	0.40	2.6	0.9	0.4	0.2	1.0	1.1	1.0	21	30	20	36	20	20	20	20	20	20	20	21	20	23	20	37	157	443	21	56	53	216	80	19			
1451634_at	RIKEN cDNA 2810051F02 gene	2810051F02Rik	chr17:12150401-12225961 (+) // 23.63 // qA1	72704	72704	6	0.39	1.7	0.3	0.4	0.4	1.5	2.4	0.8	66	115	115	161	84	68	147	137	44	65	54	127	170	246	303	463	136	221	142	248	123	193	147	53			
1416111_at	CD83 antigen	Cd83	chr13:43237503-43255526 (+) // 98.06 // qA5	12522	12522	6	0.37	3.6	1.2	2.1	0.4	0.9	1.6	1.7	53	129	107	134	53	90	53	50	51	47	84	134	57	41	49	624	107	895	43	153	41	183	262	102			
1435977_at	hepatoma-derived growth factor, related protein 3	Hdgfrp3	chr7:68973299-68973866 (-) // 99.47 // qD1	72589	72589	6	0.37	1.5	0.7	0.5	0.7	1.4	0.9	0.8	82	74	172	142	92	77	59	63	135	193	134	118	398	262	62	97	353	665	202	310	254	433	141	103			
1429918_at	Rho GTPase activating protein 20	Arhgap20	chr9:52012196-52013960 (+) // 97.25 // qA5.3	244867	244867	6	0.37	5.1	1.0	1.0	0.3	1.0	1.0	1.0	20	20	24	64	20	20	20	20	20	20	20	20	20	20	43	415	20	63	20	102	20	85	57	14			
1442988_at	RIKEN cDNA A630001O12 gene	A630001O12Rik	---	---	---	6	0.36	2.2	1.6	1.3	1.7	1.2	1.3	1.2	69	54	71	66	65	79	62	72	90	108	76	95	73	66	52	91	109	574	58	128	59	187	52	87			
1437421_at	RIKEN cDNA 6330509M05 gene	6330509M05Rik	chrX:18433176-18434624 (-) // 99.93 // qA1.3	---	---	6	0.36	1.9	0.6	0.9	1.2	1.6	1.9	1.3	48	114	186	200	68	90	57	73	46	73	46	87	187	270	54	164	167	541	83	156	53	132	86	103			
1455034_at	Nuclear receptor subfamily 4, group A, member 2	Nr4a2	chr2:57060197-57060714 (-) // 58.18 // qC1.1	---	---	6	0.35	2.0	1.7	1.7	1.2	1.2	0.7	1.0	20	20	20	20	20	20	20	20	35	40	34	23	39	22	20	78	23	44	20	40	20	33	13	15			
1451006_at	xanthine dehydrogenase	Xdh	chr17:72325849-72386522 (-) // 95.76 // qE2	---	---	6	0.34	2.5	0.8	0.4	2.2	0.9	1.2	0.6	65	39	65	62	82	53	64	58	36	32	34	41	103	53	41	53	69	153	47	119	82	152	88	192			
1450357_a_at	chemokine (C-C motif) receptor 6	Ccr6	chr17:7646087-7658086 (+) // 98.0 // qA1	12458	12458	6	0.34	2.8	0.7	1.1	0.7	1.1	2.5	0.9	111	122	206	266	148	137	108	122	91	100	122	306	123	96	111	1720	232	1638	127	357	109	254	206	137			
1449858_at	CD86 antigen	Cd86	chr16:36452027-36514231 (-) // 99.14 // qB3	---	---	6	0.32	1.7	0.9	1.1	0.4	1.3	1.1	1.3	29	52	64	55	34	43	25	37	30	39	41	44	43	41	31	57	48	150	35	59	39	60	107	44			
1447849_s_at	avian musculoaponeurotic fibrosarcoma (v-maf) AS42 oncogene homolog	Maf	chr8:115057264-115057503 (-) // 53.45 // qE1	---	---	6	0.31	3.2	3.0	1.5	27.6	0.7	0.8	1.0	34	108	70	155	25	25	26	31	1013	727	297	249	20	24	48	457	784	1689	342	1104	195	424	31	854			
1422438_at	epoxide hydrolase 1, microsomal	Ephx1	chr1:181066764-181094922 (-) // 91.53 // qH4	13849	13849	6	0.31	1.8	0.1	0.2	0.3	1.3	1.3	1.2	114	84	142	128	139	171	205	232	36	45	56	74	84	75	801	710	423	935	339	621	283	693	1144	316			
1426766_at	RIKEN cDNA 6330403K07 gene	6330403K07Rik	chr11:70644505-70646069 (-) // 99.0 // qB4	103712	103712	6	0.30	1.6	0.9	0.8	1.6	1.0	1.1	1.0	20	20	20	23	20	20	20	20	20	20	20	21	20	20	24	100	47	106	24	37	25	41	38	62			
1435771_at	phospholipase C, beta 4	Plcb4	chr2:135762940-135763616 (+) // 97.69 // qF3	18798	18798	6	0.30	1.9	2.8	2.6	1.0	0.6	0.4	1.3	75	53	119	72	65	87	65	75	362	228	274	98	60	44	162	471	179	598	132	249	106	200	33	32			
1439995_at	expressed sequence C80638	C80638	chr3:135876766-135888997 (+) // 89.22 // qG3	97086	97086	6	0.30	2.5	0.9	1.0	0.6	0.9	1.2	1.0	21	22	31	28	23	23	24	24	32	28	31	37	21	22	51	97	45	143	36	91	32	75	171	97			
1421525_a_at	baculoviral IAP repeat-containing 1e	Birc1e	chr13:96959620-96994228 (-) // 91.1 // qD1	17951	17951	6	0.26	1.6	1.0	0.9	0.5	1.0	1.2	1.0	20	20	20	22	20	21	21	20	21	21	21	26	23	21	21	25	81	595	21	34	24	109	61	32			
1452217_at	AHNAK nucleoprotein (desmoyokin)	Ahnak	chr19:8114057-8118274 (+) // 95.81 // qA	107095	107095	6	0.26	1.6	0.9	0.9	6.8	0.3	0.8	1.0	1564	1181	1722	1834	1885	1930	2297	2287	2025	570	1081	872	6262	2414	1054	2453	1425	4045	2302	3702	1245	3423	498	3388			
1445837_at	Dendritic cell protein GA17	Ga17	chr1:22041025-22041966 (-) // 64.37 // qA4	226922	226922	6	0.25	2.4	4.8	2.8	1.0	0.6	0.5	0.8	390	134	297	154	237	179	204	209	344	193	321	145	179	63	154	359	203	574	71	173	115	409	227	231			
1458504_at	zinc finger CCCH type containing 12D	Zc3h12d	chr10:7540441-7541456 (+) // 61.46 // qA1 /// chr10_r	237256	237256	6	0.24	2.0	0.5	0.4	0.9	1.0	1.4	1.5	438	536	769	741	444	649	668	832	270	262	323	445	711	658	425	908	1658	2731	524	1023	846	1433	2071	1884			
1435828_at	avian musculoaponeurotic fibrosarcoma (v-maf) AS42 oncogene homolog	Maf	chr8:115057264-115057996 (-) // 60.39 // qE1	---	---	6	0.21	2.8	3.6	1.6	5.9	0.7	0.9	1.0	20	21	20	23	20	20	20	20	130	92	34	31	20	20	20	41	60	154	36	101	21	41	17	99			
1424034_at	RAR-related orphan receptor alpha	Rora	chr9:69529475-69629217 (+) // 90.64 // qD	19883	19883	6	0.15	1.7	1.9	0.9	1.2	1.0	1.1	0.9	186	204	320	283	236	214	318	287	600	592	216	242	206	153	269	865	230	588	314	535	240	363	97	114			
1436649_at	zinc finger protein, subfamily 1A, 3 (Aiolos)	Zfpn1a3	chr11:98136018-98137166 (-) // 85.59 // qD	22780	22780	6	0.15	1.9	1.4	0.9	1.7	1.1	1.3	1.5	224	330	526	477	267	401	311	413	746	826	491	651	1111	1493	400	622	649	1179	532	983	541	924	843	1456			
1451644_a_at	histocompatibility 2, Q region locus 1 /// RIKEN cDNA 0610037M15 gene	H2-Q1 /// 0610037M15Rik	chr17:33880612-33885598 (+) // 55.46 // qB1	68395	68395	6	0.13	2.3	2.6	1.1	0.9	0.6	1.0	2.0	32	24	44	37	28	56	20	28	52	29	25	25	132	100	20	39	283	457	20	45	24	68	10	9			
1427683_at	early growth response 2	Egr2	chr10:67313006-67317316 (+) // 99.69 // qB5.1	13654	13654	6	0.05	1.8	1.4	1.8	0.8	0.9	0.5	1.2	47	42	68	90	46	55	34	42	352	330	433	204	105	155	953	509	752	1284	253	464	246	395	1033	775			
1429274_at	RIKEN cDNA 2310010M24 gene	2310010M24Rik	chr2:49747676-49908838 (+) // 89.71 // qC1.1	71897	71897	7	-0.41	0.1	0.1	0.1	0.2	1.0	0.9	0.4	75	24	26	22	89	35	196	114	28	29	33	30	223	272	389	55	376	34	561	41	577	39	261	46			
1427442_a_at	amyloid beta (A4) precursor protein	App	chr16:85337303-85464970 (-) // 89.77 // qC3.3	11820	11820	7	-0.30	0.1	0.1	0.1	0.3	1.1	1.2	1.0	121	85	64	70	125	126	193	187	70	79	69	86	77	102	98	71	739	122	887	101	815	64	291	82			
1425518_at	Rap guanine nucleotide exchange factor (GEF) 4	Rapgef4	chr2:71875405-72151635 (+) // 98.81 // qC3	56508	56508	7	-0.38	0.1	0.0	0.0	0.2	1.1	1.6	1.0	398	144	34	42	430	423	857	1064	33	37	43	67	480	636	1006	210	1191	257	1574	187	1393	330	524	105			
1455555_at	Expressed sequence AV071699	AV071699	chr9:121674971-121675950 (+) // 89.65 // qF4	---	---	7	-0.42	0.1	0.1	0.1	0.2	1.3	1.4	0.8	158	151	50	61	201	152	262	273	33	43	36	51	138	113	155	36	410	56	451	56	380	57	309	62			
1455747_at	gamma-glutamyltransferase-like activity 1	Ggtla1	chr10:75487118-75487978 (+) // 89.0 // qC1	23887	23887	7	-0.35	0.2	0.2	0.1	0.4	1.2	1.2	0.8	64	45	51	55	61	51	80	61	48	56	40	46	58	60	111	44	197	37	301	46	288	40	122	53			
1434473_at	solute carrier family 16 (monocarboxylic acid transporters), member 5	Slc16a5	chr11:115144728-115145527 (+) // 79.22 // qE2	217316	217316	7	-0.30	0.2	0.2	0.1	1.0	1.0	1.1	1.0	41	38	35	32	40	40	57	49	37	36	34	37	55	67	236	73	158	46	228	47	246	48	43	44			
1454745_at	Rho GTPase activating protein 29	Arhgap29	chr3:122393654-122399030 (+) // 99.09 // qG1	214137	214137	7	-0.38	0.2	0.1	0.2	0.5	0.9	0.7	0.6	285	67	92	59	276	176	336	297	58	49	96	65	59	33	347	83	374	56	487	104	535	81	101	46			
1416957_at	POU domain, class 2, associating factor 1	Pou2af1	chr9:51374177-51401057 (+) // 95.81 // qA5.3	18985	18985	7	-0.35	0.2	0.3	0.3	3.2	0.3	0.6	0.6	160	32	45	30	247	138	247	139	88	24	47	27	78	28	179	102	424	101	257	58	146	29	349	1124			
1420965_a_at	ectodermal-neural cortex 1	Enc1	chr13:93971556-93983570 (+) // 99.2 // qD1	13803	13803	7	-0.46	0.3	0.5	0.5	0.4	0.7	0.4	0.9	781	458	362	281	791	695	963	874	957	701	905	402	493	322	1287	382	1362	385	2038	530	1758	472	1037	416			
1442811_at	RGM domain family, member B	Rgmb	chr17:14636952-14638249 (-) // 77.93 // qA2	68799	68799	7	-0.17	0.3	0.2	0.1	0.3	1.2	2.2	1.0	124	164	116	152	129	134	139	147	39	49	32	70	44	54	103	61	251	117	235	68	225	61	163	42			
1433769_at	ALS2 C-terminal like	Als2cl	chr9:110903605-110904685 (+) // 80.63 // qF3	235633	235633	7	-0.18	0.3	0.1	0.1	0.4	0.8	1.0	0.8	121	101	81	101	122	102	165	156	75	59	57	57	89	87	279	111	396	112	558	175	569	153	154	56			
1434601_at	adhesion molecule with Ig like domain 2	Amigo2	chr15:97685018-97687282 (-) // 95.53 // qF1	105827	105827	7	-0.04	0.3	0.0	0.2	0.3	1.0	2.7	1.4	133	427	227	392	213	296	218	245	22	22	43	117	37	62	698	243	447	102	649	213	280	128	76	20			
1446412_at	WW domain-containing oxidoreductase	Wwox	chr8:114185857-114186519 (+) // 87.8 // qE1	---	---	7	-0.33	0.3	0.4	0.4	0.6	1.0	1.1	0.9	32	24	22	23	23	20	37	30	21	21	20	22	32	27	54	38	71	31	58	20	56	25	43	27			
1440041_at	Transforming growth factor, beta receptor III	Tgfbr3	chr5:104652556-104653243 (-) // 42.42 // qE5	---	---	7	-0.36	0.4	0.2	0.2	0.3	1.7	0.9	0.9	300	221	127	114	338	297	297	290	141	243	144	132	62	136	236	153	442	87	678	243	618	123	414	138			
